"After disappointing Super Tuesday, Kasich turns focus to Midwestern states",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/9BKJqXiKRow/after-disappointing-super-tuesday-kasich-turns-focus-to-midwestern-states.html,fox,3/1/2016 23:04:00,,"Ohio Gov. John Kasich maintained that the Republican presidential race was moving to his ""home court"" after a series of largely disappointing results in the Super Tuesday contests. 
Kasich had followed up a second-place finish in the New Hampshire primary with back-to-back fifth-place finishes in the South Carolina primary and the Nevada caucuses. On Tuesday, strong performances in Vermont and Massachusetts were canceled out by distant finshes in Alabama, Arkansas, Georgia, Tennessee and Oklahoma. 
In a speech to supporters in Mississippi, Kasich used a college basketball analogy to discuss his plan for the upcoming races. 
""We're almost to March Madness,"" Kasich said, ""and you know what they all struggle for, home court advantage.
""We're heading north right on to my home court with Michigan, and then, I’ll tell you now, we will beat Donald Trump in the state of Ohio.""
Michigan holds its primary March 8, with Ohio voting March 15. A total of 125 delegates are at stake in the two Rust Belt states. However, at least one recent poll has shown Kasich trailing Trump among Republican voters in the Buckeye State, while most Michigan polls show Trump in the lead by double digits.
Even if Kasich does pull off the double victory, it's unclear how he would capture enough delegates to catch Trump or Texas Sen. Ted Cruz, both of whom were the only Republican candidates to win on Tuesday."
Bernie Sanders campaign raises $42M in February,http://feeds.foxnews.com/~r/foxnews/politics/~3/ONp9mL7oguQ/bernie-sanders-campaign-raises-42m-in-february.html,fox,3/1/2016 7:58:00,,"Ahead of a possible make-or-break Super Tuesday, Vermont Sen. Bernie Sanders' presidential campaign announced that it had raised more than $42 million in February.
Sanders' campaign claimed the total was the most raised in a single month by any of the 2016 candidates, adding that the self-described democratic socialist had received more than $6 million in donations on the final day of the month. 
“Not only are we going to smash Secretary [Hillary] Clinton’s personal goal of raising $50 million in the first quarter of 2016, our supporters are putting Bernie on the path to win the nomination,” Sanders campaign manager Jeff Weaver said in a statement.
Sanders' campaign has made much of its reliance on small donations, and the candidate himself has contrasted his comparatively shoestring fundraising operation with the far wealthier Clinton campaign. 
Since thumping Clinton by 20 points in the New Hampshire primary, Sanders has seen his fortunes fade. He suffered a narrow loss in the Nevada caucuses and a blowout defeat in Saturday's South Carolina primary.
Even Sanders' wife, Jane, admitted Monday that her husband's campaign faces a ""rough map"", with most of Tuesday's nominating contests taking place in states expected to favor Clinton. However, Sanders has vowed to carry on his run through this summer's Democratic convention."
BREAKING NEWS Ben Carson bows out of Fox News GOP debate,http://www.foxnews.com/politics/2016/03/02/carson-says-no-path-forward-after-primary-losses-will-not-attend-gop-debate.html,fox,3/2/2016 19:28:36,,"Republican presidential candidate Ben Carson announced Wednesday that he sees no “political path forward” after his Super Tuesday losses -- and will not attend the upcoming Fox News debate.
The retired neurosurgeon did not officially suspend his campaign, saying he’ll discuss the “future of this movement” during a speech Friday at the Conservative Political Action Conference.
But he made clear he’s stepping to the side as the four other Republican candidates continue to wage a battle for the GOP nomination.  
 “I have decided not to attend the Fox News GOP Presidential Debate tomorrow night in Detroit,” he said in a statement Thursday. “Even though I will not be in my hometown of Detroit on Thursday, I remain deeply committed to my home nation, America. I do not see a political path forward in light of last evening’s Super Tuesday primary results. 
“However, this grassroots movement on behalf of ‘We the People’ will continue. Along with millions of patriots who have supported my campaign for President, I remain committed to Saving America for Future Generations.”
Carson was the consummate outsider candidate – a non-politician who forged an illustrious career in medicine, far removed from the Washington world of lobbyists and lawyers. Known for his affable, soft-spoken, and sometimes-awkward speaking style, he was an unpredictable presence on the debate stage and at rallies.
He enjoyed a surge in the polls last year, at one point becoming competitive with Donald Trump. But he has not won a single contest, and was solidly in last place in the delegate count following Super Tuesday. "
BREAKING NEWS: TRUMP AND CLINTON PROJECTED TO WIN GEORGIA PRIMARIES; CLINTON ALSO WINS IN VIRGINIA  Sanders projected to win in Vermont,http://www.foxnews.com/politics/2016/03/01/fox-news-projects-trump-clinton-win-georgia-primaries-sanders-wins-home-state-vermont.html,fox,3/2/2016 0:38:27,,"DEVELOPING ... 
XXX projects that Donald Trump will win three more states in the Super Tuesday contests, while Hillary Clinton will win two more.
Trump is projected to win the Tennessee, Alabama and Massachusetts primaries on the Republican side. The race in Oklahoma, meanwhile, is too close to call but Sen. Ted Cruz enjoys a slight lead there.
On the Democratic side, Clinton is projected to win Alabama and Tennessee by a wide margin.
The race in Oklahoma and Massachusetts is too close to call, though Bernie Sanders has a slight lead over Clinton in both states. 
The four states are the latest where polls have closed while Super Tuesday voting continues elsewhere. 
ORIGINAL STORY ... 
XXX projects Donald Trump and Hillary Clinton will easily win the delegate-rich Georgia primaries – while Bernie Sanders, as expected, is projected to win his home state of Vermont. 
Clinton is also projected to win Virginia in the Democratic Super Tuesday race. The GOP side is too close to call, with Trump and Marco Rubio battling for first place, comfortably ahead of Ted Cruz, John Kasich and Ben Carson.
Polls have closed in those three states, while Super Tuesday voting is under way elsewhere. 
But the biggest electoral prize of this hour is Georgia. On the GOP side, Rubio and Cruz are battling for second place, while Trump is projected to win by a comfortable margin. 
It’s also too early to call the Republican race in Vermont, where Kasich, who campaigned heavily there, is surprisingly competitive with Trump. 
Collectively, the Super Tuesday contests mark the biggest day of primary season voting to date. 
Early Republican race exit polls are reflecting deep voter discontent across the country, with many saying they’re looking to an outsider to be the next president – though some are still uncomfortable with the idea of an outsider like Trump claiming the Republican nomination.
Meanwhile, late-deciders in several states appeared to be breaking for Rubio, including in Virginia and Oklahoma. But Cruz was getting the lion’s share of support from voters looking for someone “very conservative.”
With polls starting to close, primary front-runners Clinton and Trump are aiming to rack up a daunting delegate lead and pull far away from their rivals in the nomination race.
The stakes are high.
Across 11 states, 595 Republican delegates are up for grabs – nearly half the number needed to clinch the nomination.
And on the Democratic side, Clinton and Vermont Sen. Sanders are battling for 865 delegates in 11 states – roughly a third of the number needed to clinch the nomination.
Clinton entered Super Tuesday with a head of steam following her landslide win over Sanders in South Carolina this past Saturday. She hopes her “firewall” of black voters holds up in several delegate-rich Southern states Tuesday, as she moves to sideline the still-popular Sanders from the race. 
Sanders, though, savored his home-state win all the same, rallying cheering supporterse in Vermont Tuesday evening. 
""It is good to be home,"" he said, before shifting to his stump speech slams against a ""corrupt campaign finance system."" 
Barring a seismic shift in voter sentiment, Trump also is expected to dominate the Republican primary field Tuesday, adding to his already-sizable delegate lead – but Rubio and Cruz are battling fiercely for second, hoping to be the definitive alternative to take on Trump in what could be a bruising, to-the-convention fight for the future of the party.
Ohio Gov. Kasich, who's expressed low expectations for Super Tuesday, remains in the race in hopes of making it to the Ohio contest in two weeks, though his presence continues to frustrate efforts by Rubio and Cruz to consolidate support.
“Super Tuesday was never anything that we ever thought was going to be some great thing for us,” Kasich openly acknowledged to XXX earlier Tuesday.
Cruz is the odds-on favorite in his home state of Texas – which, with 155 delegates, is the biggest prize of the night. In a sign of his expectations, Cruz planned his election night party in Stafford, Texas.
But because delegates can be allocated proportionally in the Super Tuesday contests, Rubio and Cruz both want to rack up a substantial number of second-place finishes.
A Rubio campaign aide told XXX they are ""focused on only one thing today: delegates.""
Trump earlier called on Rubio to drop out, but the senator vowed to go to all 50 states in a bid to thwart his presidential run.
In the run-up to Tuesday, Cruz and Rubio both have stepped up their attacks on the front-runner, resorting to the kinds of personal insults and attacks that have defined Trump’s campaign style.
Rubio defended the new tack in an interview with XXX.
“Every now and then, someone like that needs a taste of their own medicine because that's called a bully and he’s using the pulpit of the presidency or the presidential run to insult people,” Rubio said.
Cruz told XXX that while Trump will have a “big chunk of delegates” come Wednesday morning, “We're going to have a big chunk of delegates, and there's going to be a huge drop off for everybody else.”
Retired neurosurgeon Ben Carson, meanwhile, has defended his continued presence in the race.
“People have asked for somebody who is not a politician, who was a member of we the people, who has an outstanding life of achievement and who thinks the way they do,” he told XXX."
"BREAKING NEWS: Trump projected to win Alabama, Massachusetts and Tennessee GOP primaries; Clinton wins Democratic races in Alabama and Tennessee",http://www.foxnews.com/politics/2016/03/01/fox-news-projects-trump-wins-3-more-states-clinton-wins-ala-tenn.html,fox,3/2/2016 1:05:33,,"DEVELOPING ... 
Donald Trump and Hillary Clinton racked up a string of Super Tuesday victories, with XXX projecting each to win key contests across the South and beyond.
Trump is projected to win in Virginia, Tennessee, Alabama, Massachusetts and Georgia. Clinton is projected to win Alabama, Arkansas, Tennessee, Georgia and Virginia. 
On the Democratic side, Bernie Sanders was projected to notch his first win of the night in his home state of Vermont. 
But elsewhere, races were too close to call, including in Oklahoma and Massachusetts, where Sanders has a slight lead over Clinton in both states. 
On the GOP side, Sen. Ted Cruz enjoys a slight lead in Oklahoma, though it's too early to call. 
It’s also too early to call the Republican race in Vermont, where John Kasich, who campaigned heavily there, is surprisingly competitive with Trump. And Trump and Cruz are battling for first place in Arkansas. 
Trump and Marco Rubio were in a battle for first in Virginia, but Rubio is now projected to finish a close second. 
But the biggest electoral prize so far is Georgia. On the GOP side, Rubio and Cruz are battling for second place, while Trump is projected to win by a comfortable margin. 
Collectively, the Super Tuesday contests mark the biggest day of primary season voting to date. 
Early Republican race exit polls are reflecting deep voter discontent across the country, with many saying they’re looking to an outsider to be the next president – though some are still uncomfortable with the idea of an outsider like Trump claiming the Republican nomination.
Meanwhile, late-deciders in several states appeared to be breaking for Rubio, including in Virginia and Oklahoma. But Cruz was getting the lion’s share of support from voters looking for someone “very conservative.”
With polls starting to close, primary front-runners Clinton and Trump are aiming to rack up a daunting delegate lead and pull far away from their rivals in the nomination race.
The stakes are high.
Across 11 states, 595 Republican delegates are up for grabs – nearly half the number needed to clinch the nomination.
And on the Democratic side, Clinton and Vermont Sen. Sanders are battling for 865 delegates in 11 states – roughly a third of the number needed to clinch the nomination.
Clinton entered Super Tuesday with a head of steam following her landslide win over Sanders in South Carolina this past Saturday. She hopes her “firewall” of black voters holds up in several delegate-rich Southern states Tuesday, as she moves to sideline the still-popular Sanders from the race. 
Sanders, though, savored his home-state win all the same, rallying cheering supporters in Vermont Tuesday evening. 
""It is good to be home,"" he said, before shifting to his stump speech slams against a ""corrupt campaign finance system."" 
Barring a seismic shift in voter sentiment, Trump also is expected to dominate the Republican primary field Tuesday, adding to his already-sizable delegate lead – but Rubio and Cruz are battling fiercely for second, hoping to be the definitive alternative to take on Trump in what could be a bruising, to-the-convention fight for the future of the party.
Ohio Gov. Kasich, who's expressed low expectations for Super Tuesday, remains in the race in hopes of making it to the Ohio contest in two weeks, though his presence continues to frustrate efforts by Rubio and Cruz to consolidate support.
“Super Tuesday was never anything that we ever thought was going to be some great thing for us,” Kasich openly acknowledged to XXX earlier Tuesday.
Cruz is the odds-on favorite in his home state of Texas – which, with 155 delegates, is the biggest prize of the night. In a sign of his expectations, Cruz planned his election night party in Stafford, Texas.
But because delegates can be allocated proportionally in the Super Tuesday contests, Rubio and Cruz both want to rack up a substantial number of second-place finishes.
A Rubio campaign aide told XXX they are ""focused on only one thing today: delegates.""
Trump earlier called on Rubio to drop out, but the senator vowed to go to all 50 states in a bid to thwart his presidential run.
In the run-up to Tuesday, Cruz and Rubio both have stepped up their attacks on the front-runner, resorting to the kinds of personal insults and attacks that have defined Trump’s campaign style.
Rubio defended the new tack in an interview with XXX.
“Every now and then, someone like that needs a taste of their own medicine because that's called a bully and he’s using the pulpit of the presidency or the presidential run to insult people,” Rubio said.
Cruz told XXX that while Trump will have a “big chunk of delegates” come Wednesday morning, “We're going to have a big chunk of delegates, and there's going to be a huge drop off for everybody else.”
Retired neurosurgeon Ben Carson, meanwhile, has defended his continued presence in the race.
“People have asked for somebody who is not a politician, who was a member of we the people, who has an outstanding life of achievement and who thinks the way they do,” he told XXX."
"Carson says no 'path forward' after primary losses, will not attend GOP debate",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/kNzdr-piQms/carson-says-no-path-forward-after-primary-losses-will-not-attend-gop-debate.html,fox,3/2/2016 19:13:00,,"Republican presidential candidate Ben Carson announced Wednesday that he sees no “political path forward” after his Super Tuesday losses -- and will not attend the upcoming Fox News debate.
The retired neurosurgeon did not officially suspend his campaign, saying he’ll discuss the “future of this movement” during a speech Friday at the Conservative Political Action Conference.
But he made clear he’s stepping to the side as the four other Republican candidates continue to wage a battle for the GOP nomination.  
Ben Carson Campaign Snapshot | InsideGov
 “I have decided not to attend the Fox News GOP Presidential Debate tomorrow night in Detroit,” he said in a statement Thursday. “Even though I will not be in my hometown of Detroit on Thursday, I remain deeply committed to my home nation, America. I do not see a political path forward in light of last evening’s Super Tuesday primary results. 
“However, this grassroots movement on behalf of ‘We the People’ will continue. Along with millions of patriots who have supported my campaign for President, I remain committed to Saving America for Future Generations.”
Carson was the consummate outsider candidate – a non-politician who forged an illustrious career in medicine, far removed from the Washington world of lobbyists and lawyers. Known for his affable, soft-spoken, and sometimes-awkward speaking style, he was an unpredictable presence on the debate stage and at rallies.
He enjoyed a surge in the polls last year, at one point becoming competitive with Donald Trump. But he has not won a single contest, and was solidly in last place in the delegate count following Super Tuesday."
Clinton’s Super Tuesday leaves Sanders' path forward in doubt,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/VaNA3sEc2A8/clinton-picks-up-early-wins-in-virginia-georgia-sanders-takes-vermont.html,fox,3/2/2016 3:00:00,,"Hillary Clinton can’t lock up the Democratic nomination just yet – but on Tuesday she seemed to be well on her way, building a large delegate lead against her rival, Sen. Bernie Sanders.
XXX projected Sanders winning his home state of Vermont and Oklahoma.
XXX exit polls show Clinton winning primaries in the delegate-rich Super Tuesday states of Georgia, Virginia, Arkansas, Alabama, Massachusetts and Tennessee. She made her acceptance speech in Florida, ahead of the key March 15 primary there.
Sanders' path to the Democratic nomination, which gained momentum in previous weeks, fell flat Tuesday. Mathematically, he can still make his party’s nomination but it will be an uphill climb.
Sanders told supporters in Vermont he’s up for the challenge and vowed to keep fighting until the Democratic convention in Philadelphia in July.
“This campaign is not just about electing a president. It is about transforming America,” Sanders said Tuesday night at a rally in Essex Junction, Vt. “It is about making our great country a nation it has the potential to be.”
Sanders added that the election is about “dealing with some unpleasant truths” and “having the guts to confront those truths.”
In a verbal jab at Republican front-runner Donald Trump, Clinton told a cheering crowd of supporters that the goal was not to “make American great again” but to “make America whole again.”
Going into Super Tuesday, Clinton ran 30 points ahead of Sanders in Georgia, and 20 points ahead in Virginia.
Democrats in 11 states weighed in on whom they want on the November ballot. Clinton aimed for a clean sweep of six states, while Sanders set his sights on five states, including two with caucuses.
Tuesday was the busiest day on the primary calendar so far. For Democrats, 859 delegates will be up for grabs – more than a third of the 2,383 needed to clinch the nomination.
Sanders started the day by casting a ballot for himself in Vermont and said he felt “great” about his prospects.
“After a lot of deliberation, I know that Bernie Sanders here in Vermont got at least one vote,” Sanders joked to reporters with his wife Jane by his side. “I was working on my wife. So I probably got two. So we are feeling pretty good.”
Clinton spent her morning talking to local residents at a Minneapolis coffee shop and local market. She was expected to spend the evening in Miami.
Clinton’s victory over Sanders in the southern states hinged on turning out the states’ large black population. About 4 in 10 voters in Georgia's Democratic primary were black, and about 8 in 10 of them favored Clinton. That mirrors her strong showing among black voters in South Carolina over the weekend."
"Donald Trump, Hillary Clinton surge in Super Tuesday",http://feeds.foxnews.com/~r/foxnews/video/~3/wsypYz3kUEc/,fox,3/2/2016 11:51:46,,
"Donald Trump talks Super Tuesday, war of words with Rubio",http://feeds.foxnews.com/~r/foxnews/video/~3/iiu1XkAagag/,fox,3/1/2016 13:53:25,,
"EYES ON THE PRIZE: Candidates target Texas, Georgia, Virginia as Super Tuesday delegate goldmines",http://www.foxnews.com/politics/2016/03/01/super-tuesday-prizes-candidates-in-fierce-fight-for-texas-other-delegate-goldmines.html,fox,3/1/2016 6:00:56,,"The Democratic and Republican presidential candidates are charging into Super Tuesday in a coast-to-coast battle for delegates across 11 states -- but while they're looking for as many wins as possible, a few select states stand out as the crown jewels.
At the top of that list, in both primary contests, is Texas. The Lone Star State has the biggest cache -- 222 Democratic delegates and 155 for Republicans.  
And perhaps no candidate is fighting harder for that prize than Texas Republican Sen. Ted Cruz. The senator went all out on Monday, holding rallies in voter-rich Dallas, Houston and San Antonio in hopes of at least defeating national front-runner Donald Trump in Cruz's home state. 
“We are going to have a very good Super Tuesday,” Cruz assured the Dallas crowd. Cruz has maintained a polling lead in the state, but knows a surprise loss there could doom his campaign.  
For Republicans, the second-biggest prize is Georgia, with 76 delegates at stake. Both Trump and Florida Sen. Marco Rubio put in face time with voters Monday in the final hours before polls open, while Cruz stayed rooted in Texas.  
On the Democratic side, too, Hillary Clinton and Bernie Sanders have focused their efforts. 
While Clinton declared Saturday night after her decisive win in the South Carolina primary that the campaign was going “national,” the former secretary of state was concentrating Monday on two delegate-heavy states -- the Democratic-stronghold of Massachusetts (91 delegates) and Virginia (95 delegates).
Solid wins there and beyond on Super Tuesday could give her a nearly insurmountable delegate count toward the nomination. 
Clinton to date leads Sanders in the delegate count 543-to-85, including so-called superdelegates. They will compete for 865 delegates on Tuesday and a total of roughly 1,800 delegates over the next two weeks, with 2,382 needed to win the nomination. 
The delegates on the line in a dozen states Tuesday represent a third of those needed to clinch the party nod. 
And on the GOP side, 595 delegates are on the line Tuesday across 11 states -- nearly half the number needed to secure the nomination. 
Sanders is focusing on Minnesota and Colorado, progressive states where he hopes his message of social and economic equality will translate into votes.
“Americans don’t need crumbs, they need the whole loaf,” Sanders said at a rally in Minneapolis.
He is expected on Tuesday to win his home state of Vermont, which has 16 Democratic delegates. Minnesota is worth far more, with 77 delegates. 
Still, many of these contests divide delegates proportionally, and so Sanders is poised to walk away with some, even where he loses. His strategy appears to be to at least survive Tuesday, with hopes of a resurgence later this month in Maine and Rust Belt states like Michigan and Ohio.
On the Republican side, Trump has won three straight -- the New Hampshire and South Carolina primaries, and the Nevada Republican Caucus -- garnering 82 delegates.
Cruz kicked off the 2016 balloting by winning the Iowa Republican Caucus. He has 17 delegates, ahead of Florida GOP Sen. Marco Rubio with 16.
Though trailing in Texas, Trump holds big leads in other delegate-rich Super Tuesday states.
The billionaire businessman leads by double-digits in Alabama, Georgia, Massachusetts, Oklahoma, Tennessee and Virginia, according to RealClearPolitics poll averages. Rough 53 percent of the GOP’s 595 delegates on Tuesday are in those states.
Those polls were released before Trump over the weekend initially declined to disavow the backing of former KKK leader David Duke, which Rubio says makes him “unelectable.” 
Trump has since disavowed the support and blamed a supposedly faulty earpiece for his original handling of the question. 
The tough race is taking a toll on the candidates. Rubio, barnstorming the South to take hold of the GOP establishment mantle, temporarily lost his voice at a rally outside of Atlanta and needed South Carolina Gov. Nikki Haley, who has endorsed him, to take the microphone.
The two other GOP candidates, Ohio Gov. John Kasich and retired neurosurgeon Ben Carson, have six and four delegates, respectively."
